SentId	Sentences	Class
168320	A subsequent randomized trial of rTMS in 60 patients with treatment resistant depression did show a significantly higher rate of response in two active treatment groups (high-frequency left-sided rTMS and low frequency stimulation to the right prefrontal cortex) compared with placebo;	1
168321	"the absolute benefit, however, appeared to be relatively small."	0
168322	"Treatment response (at least 50 percent improvement in Hamilton Rating Depression Scale [HAMD] score) was demonstrated in 31 percent of the active treatment group, compared with 6 percent of the sham treatment group, in another randomized trial of rTMS for treatment of resistant depression."	0
168323	"A large multicenter international trial compared rTMS (20 to 30 sessions over 4 to 6 weeks) with sham procedure in 301 patients with treatment-resistant depression, who were off medication."	1
168324	The primary outcome (50 percent improvement in score on the Montgomery-Asberg Depression Rating Scale [MADRS] score at 4 weeks) occurred in 18 percent of patients who received rTMS compared to 11 percent of controls.	1
168325	"Secondary outcomes (HAMD scores at 4 and 6 weeks; MADRS score at 6 weeks, and remission rates at six weeks) were also significantly higher for the treatment group, compared to control."	0
168326	rTMS has also been compared with ECT.	0
168327	"In a randomized trial comparing a 15-day course of rTMS or a standard course of ECT, remission was achieved in 59 percent of the ECT group compared to 17 percent of patients receiving rTMS at the end of treatment."	1
168328	"HAM-D scores did not differ at six months, although other mood scores were lower for the ECT group;"	0
168329	cognitive measures were the same for both groups.	0
168330	"In 2008, the US Food and Drug Administration cleared one device (NeuroStar TMS) for use in patients who have not benefited from prior antidepressant treatment."	1
168331	"A treatment course usually consists of 6 weeks of 40 minute sessions (five days a week), and rTMS has caused seizures with some devices."	0
168332	High frequency electrical deep brain stimulation (DBS) has been used for treatment of patients with Parkinson disease.	1
168333	The procedure involves stereotaxic placement of electrodes that are connected to a permanently implanted neurostimulator.	0
168334	There is preliminary evidence that some patients with treatment-resistant depression may benefit from DBS.	1
168335	"The optimal site of electrode placement for treatment of major depression is unclear, with studies targeting either the ventral capsule/ventral striatum (VC/VS) or the subcallosal white matter."	0
168336	A case series of 20 patients with major depression unresponsive to more than 4 antidepressants and ECT (17 of the 20 patients) who underwent DBS with subcallosal electrode placement found response and remission rates to be 60 and 35 percent respectively at six months.	1
168337	"Adverse effects included infection (5), generalized seizure (1), and headache or pain at the implant site (4)."	0
168338	Response and remission rates of 40 and 20 percent respectively at six months with VC/VS electrode placement were reported in another group of 15 patients with refractory depression.	1
168339	"Adverse events, affecting 6 patients, included pain at implant site, lead fracture, increased depression or suicidality, and syncope."	0
168340	"DBS should be considered only in patients refractory to all other interventions, with fully informed consent, and supported by an interdisciplinary team (including neurosurgery and psychiatry) able to provide close patient monitoring over time."	0
168341	"Pending further evaluation related to patient selection, procedure specifics, and treatment outcomes, DBS is not recommended for refractory depression outside of the research setting."	0
168342	Vagus nerve stimulation (VNS) has been used for the treatment of epilepsy.	0
168343	VNS has also been studied for the treatment of refractory depression.	0
